sn,date,branch,pizza_sold,price,quantity,time,time_range
2808,2015-12-05,Gbagada,Chicken Feast,2000,3,09:05:44,After 9:00am
2809,2015-12-05,Lekki,Hot Pepperoni Feast,4000,4,09:05:44,After 9:00am
2810,2015-12-10,Ikoyi,BBQ Philly Steak,4000,4,09:05:45,After 9:00am
2811,2015-12-08,Ikoyi,BBQ Philly Steak,4000,4,09:05:48,After 9:00am
2812,2015-12-07,Ikoyi,Italiano,3000,4,09:05:51,After 9:00am
2813,2015-12-06,Ikoyi,Chicken Suya,4000,5,09:05:51,After 9:00am
2814,2015-12-12,Lekki,Hot Veggie,4000,5,09:05:51,After 9:00am
2815,2015-12-04,Surulere,Chicken Bali,2000,2,09:05:52,After 9:00am
2816,2015-12-15,Ibadan,Veggie Supreme,3000,2,09:05:53,After 9:00am
2817,2015-12-07,Ikoyi,Italiano,3000,3,09:05:53,After 9:00am
2818,2015-12-12,Lekki,BBQ Chicken,4000,2,09:05:54,After 9:00am
2819,2015-12-08,Ibadan,Meatzaa,2000,1,09:05:55,After 9:00am
2820,2015-12-13,Surulere,Italiano,3000,1,09:05:55,After 9:00am
2821,2015-12-11,Lekki,Chicken Bali,2000,2,09:05:59,After 9:00am
2822,2015-12-13,Ikoyi,Pepperoni Feast,4000,4,09:06:00,After 9:00am
2823,2015-12-05,Surulere,Chicken Feast,2000,4,09:06:04,After 9:00am
2824,2015-12-03,Ibadan,Chicken Feast,2000,5,09:06:04,After 9:00am
2825,2015-12-05,Ikoyi,Pepperoni Suya,3000,4,09:06:04,After 9:00am
2826,2015-12-09,Lekki,Chicken Bali,2000,3,09:06:04,After 9:00am
2827,2015-12-07,Ibadan,Extravaganza,2000,1,09:06:05,After 9:00am
2828,2015-12-14,Surulere,Meatzaa,2000,2,09:06:06,After 9:00am
2829,2015-12-15,Gbagada,Pepperoni Feast,4000,2,09:06:06,After 9:00am
2830,2015-12-10,Ikoyi,Veggie Supreme,3000,4,09:06:07,After 9:00am
2831,2015-12-04,Ikoyi,Chicken Suya,4000,2,09:06:10,After 9:00am
2832,2015-12-14,Lekki,Pepperoni Feast,4000,5,09:06:10,After 9:00am
2833,2015-12-09,Lekki,BBQ Chicken,4000,5,09:06:11,After 9:00am
2834,2015-12-14,Ibadan,Chicken Bali,2000,3,09:06:12,After 9:00am
2835,2015-12-12,Lekki,Margarita,4000,4,09:06:12,After 9:00am
2836,2015-12-14,Surulere,BBQ Philly Steak,4000,4,09:06:12,After 9:00am
2837,2015-12-15,Lekki,Chicken Suya,4000,5,09:06:15,After 9:00am
2838,2015-12-04,Lekki,Chicken Legend,2000,1,09:06:15,After 9:00am
2839,2015-12-11,Lekki,Chicken Legend,2000,4,09:06:16,After 9:00am
2840,2015-12-04,Ikoyi,Chicken Bali,2000,4,09:06:16,After 9:00am
2841,2015-12-05,Gbagada,Pepperoni Feast,4000,1,09:06:16,After 9:00am
2842,2015-12-03,Ikoyi,Chicken Feast,2000,1,09:06:17,After 9:00am
2843,2015-12-07,Ibadan,Hot Pepperoni Feast,4000,3,09:06:17,After 9:00am
2844,2015-12-05,Ibadan,Italiano,3000,1,09:06:21,After 9:00am
2845,2015-12-10,Gbagada,Margarita,4000,1,09:06:22,After 9:00am
2846,2015-12-15,Lekki,Hot Pepperoni Feast,4000,4,09:06:22,After 9:00am
2847,2015-12-05,Ikoyi,Meatzaa,2000,4,09:06:24,After 9:00am
2848,2015-12-14,Surulere,Beef Suya,3000,3,09:06:25,After 9:00am
2849,2015-12-11,Ibadan,BBQ Philly Steak,4000,5,09:06:25,After 9:00am
2850,2015-12-10,Ikoyi,Margarita,4000,1,09:06:26,After 9:00am
2851,2015-12-05,Gbagada,Chicken Suya,4000,1,09:06:26,After 9:00am
2852,2015-12-14,Gbagada,Chicken Feast,2000,1,09:06:30,After 9:00am
2853,2015-12-09,Gbagada,Chicken Legend,2000,2,09:06:30,After 9:00am
2854,2015-12-05,Ikoyi,Hot Veggie,4000,4,09:06:31,After 9:00am
2855,2015-12-07,Ikoyi,BBQ Chicken,4000,1,09:06:33,After 9:00am
2856,2015-12-04,Surulere,Chicken Bali,2000,5,09:06:35,After 9:00am
2857,2015-12-09,Ikoyi,Pepperoni Suya,3000,4,09:06:37,After 9:00am
2858,2015-12-10,Gbagada,Veggie Supreme,3000,2,09:06:37,After 9:00am
2859,2015-12-13,Lekki,Chicken Legend,2000,1,09:06:38,After 9:00am
2860,2015-12-07,Gbagada,Beef Suya,3000,3,09:06:38,After 9:00am
2861,2015-12-12,Gbagada,BBQ Philly Steak,4000,3,09:06:40,After 9:00am
2862,2015-12-09,Ikoyi,Margarita,4000,4,09:06:46,After 9:00am
2863,2015-12-12,Ibadan,BBQ Philly Steak,4000,2,09:06:46,After 9:00am
2864,2015-12-07,Lekki,BBQ Philly Steak,4000,5,09:06:47,After 9:00am
2865,2015-12-11,Gbagada,Hot Veggie,4000,2,09:06:48,After 9:00am
2866,2015-12-08,Lekki,Pepperoni Feast,4000,2,09:06:48,After 9:00am
2867,2015-12-06,Ikoyi,Beef Suya,3000,5,09:06:49,After 9:00am
2868,2015-12-04,Ikoyi,Chicken Feast,2000,1,09:06:52,After 9:00am
2869,2015-12-07,Gbagada,Beef Suya,3000,1,09:06:52,After 9:00am
2870,2015-12-12,Lekki,BBQ Chicken,4000,5,09:06:52,After 9:00am
2871,2015-12-03,Ibadan,BBQ Philly Steak,4000,5,09:06:53,After 9:00am
2872,2015-12-15,Surulere,Chicken Bali,2000,1,09:06:53,After 9:00am
2873,2015-12-14,Ikoyi,Pepperoni Suya,3000,4,09:06:53,After 9:00am
2874,2015-12-03,Lekki,Chicken Suya,4000,1,09:06:54,After 9:00am
2875,2015-12-06,Ibadan,Chicken Bali,2000,5,09:06:55,After 9:00am
2876,2015-12-15,Lekki,Margarita,4000,3,09:06:56,After 9:00am
2877,2015-12-09,Lekki,BBQ Philly Steak,4000,2,09:06:56,After 9:00am
2878,2015-12-06,Surulere,Chicken Feast,2000,2,09:06:58,After 9:00am
2879,2015-12-10,Surulere,Italiano,3000,1,09:06:59,After 9:00am
2880,2015-12-14,Lekki,Veggie Supreme,3000,3,09:07:01,After 9:00am
2881,2015-12-05,Surulere,BBQ Philly Steak,4000,4,09:07:02,After 9:00am
2882,2015-12-12,Ibadan,Hot Pepperoni Feast,4000,5,09:07:04,After 9:00am
2883,2015-12-15,Ikoyi,Chicken Legend,2000,3,09:07:05,After 9:00am
2884,2015-12-03,Lekki,Pepperoni Suya,3000,5,09:07:06,After 9:00am
2885,2015-12-09,Ibadan,Chicken Feast,2000,3,09:07:06,After 9:00am
2885,2015-12-09,Ibadan,Chicken Feast,,3,09:07:06,After 9:00am
2886,2015-12-12,Ibadan,Veggie Supreme,3000,5,09:07:07,After 9:00am
2887,2015-12-13,Gbagada,Italiano,3000,2,09:07:08,After 9:00am
2888,2015-12-14,Gbagada,Pepperoni Feast,4000,5,09:07:08,After 9:00am
2889,2015-12-15,Gbagada,BBQ Philly Steak,4000,4,09:07:09,After 9:00am
2890,2015-12-12,Ibadan,Beef Suya,3000,4,09:07:09,After 9:00am
2891,2015-12-04,Surulere,Margarita,4000,2,09:07:09,After 9:00am
2892,2015-12-04,Gbagada,Extravaganza,2000,4,09:07:09,After 9:00am
2893,2015-12-09,Gbagada,Hot Pepperoni Feast,4000,3,09:07:10,After 9:00am
2894,2015-12-10,Ikoyi,BBQ Chicken,4000,1,09:07:12,After 9:00am
2895,2015-12-11,Ibadan,BBQ Philly Steak,4000,1,09:07:13,After 9:00am
2896,2015-12-03,Surulere,BBQ Chicken,4000,2,09:07:15,After 9:00am
2897,2015-12-14,Ibadan,Chicken Suya,4000,3,09:07:15,After 9:00am
2898,2015-12-08,Surulere,Chicken Suya,4000,2,09:07:16,After 9:00am
2899,2015-12-09,Ibadan,Hot Veggie,4000,5,09:07:17,After 9:00am
2900,2015-12-15,Lekki,Pepperoni Feast,4000,3,09:07:18,After 9:00am
2901,2015-12-07,Gbagada,Extravaganza,2000,3,09:07:18,After 9:00am
2902,2015-12-06,Ikoyi,Meatzaa,2000,2,09:07:20,After 9:00am
2903,2015-12-05,Lekki,BBQ Philly Steak,4000,1,09:07:21,After 9:00am
2904,2015-12-08,Ikoyi,Italiano,3000,1,09:07:22,After 9:00am
2905,2015-12-04,Gbagada,Italiano,3000,4,09:07:23,After 9:00am
2906,2015-12-09,Lekki,Italiano,3000,5,09:07:24,After 9:00am
2907,2015-12-14,Gbagada,BBQ Philly Steak,4000,5,09:07:26,After 9:00am
2908,2015-12-12,Lekki,Beef Suya,3000,3,09:07:26,After 9:00am
2909,2015-12-14,Ibadan,Chicken Feast,2000,2,09:07:26,After 9:00am
2910,2015-12-06,Surulere,Margarita,4000,2,09:07:26,After 9:00am
2911,2015-12-07,Ikoyi,Hot Pepperoni Feast,4000,4,09:07:28,After 9:00am
2912,2015-12-13,Lekki,Veggie Supreme,3000,2,09:07:28,After 9:00am
2913,2015-12-04,Surulere,Extravaganza,2000,2,09:07:28,After 9:00am
2914,2015-12-05,Ikoyi,Veggie Supreme,3000,2,09:07:29,After 9:00am
2915,2015-12-06,Surulere,Italiano,3000,2,09:07:29,After 9:00am
2916,2015-12-07,Ibadan,Chicken Bali,2000,2,09:07:30,After 9:00am
2917,2015-12-15,Lekki,Margarita,4000,5,09:07:31,After 9:00am
2918,2015-12-15,Lekki,Chicken Bali,2000,1,09:07:32,After 9:00am
2919,2015-12-10,Surulere,Margarita,4000,4,09:07:33,After 9:00am
2920,2015-12-05,Lekki,Pepperoni Suya,3000,2,09:07:34,After 9:00am
2921,2015-12-04,Ikoyi,Chicken Suya,4000,4,09:07:34,After 9:00am
2922,2015-12-06,Lekki,Hot Veggie,4000,1,09:07:36,After 9:00am
2923,2015-12-09,Surulere,Chicken Feast,2000,4,09:07:36,After 9:00am
2924,2015-12-14,Lekki,Hot Veggie,4000,3,09:07:36,After 9:00am
2925,2015-12-05,Lekki,Chicken Legend,2000,1,09:07:38,After 9:00am
2926,2015-12-14,Ikoyi,Chicken Feast,2000,3,09:07:38,After 9:00am
2927,2015-12-08,Surulere,Chicken Suya,4000,2,09:07:39,After 9:00am
2928,2015-12-15,Gbagada,Extravaganza,2000,5,09:07:40,After 9:00am
2929,2015-12-04,Ibadan,Hot Pepperoni Feast,4000,2,09:07:40,After 9:00am
2930,2015-12-09,Surulere,Pepperoni Feast,4000,3,09:07:41,After 9:00am
2931,2015-12-14,Gbagada,Pepperoni Feast,4000,3,09:07:43,After 9:00am
2932,2015-12-12,Ikoyi,Hot Veggie,4000,2,09:07:43,After 9:00am
2933,2015-12-14,Gbagada,Italiano,3000,2,09:07:43,After 9:00am
2934,2015-12-04,Gbagada,Meatzaa,2000,2,09:07:43,After 9:00am
2935,2015-12-11,Ikoyi,Beef Suya,3000,1,09:07:45,After 9:00am
2936,2015-12-05,Lekki,Pepperoni Suya,3000,3,09:07:45,After 9:00am
2937,2015-12-05,Ibadan,Chicken Feast,2000,1,09:07:46,After 9:00am
2938,2015-12-15,Gbagada,Margarita,4000,2,09:07:50,After 9:00am
2939,2015-12-07,Ibadan,Extravaganza,2000,3,09:07:51,After 9:00am
2940,2015-12-09,Ikoyi,Hot Veggie,4000,1,09:07:51,After 9:00am
2941,2015-12-04,Lekki,Extravaganza,2000,3,09:07:52,After 9:00am
2942,2015-12-12,Ibadan,BBQ Philly Steak,4000,5,09:07:53,After 9:00am
2943,2015-12-04,Gbagada,Chicken Suya,4000,3,09:07:53,After 9:00am
2944,2015-12-12,Surulere,BBQ Philly Steak,4000,4,09:07:53,After 9:00am
2945,2015-12-11,Ibadan,Hot Veggie,4000,3,09:07:54,After 9:00am
2946,2015-12-09,Gbagada,Chicken Legend,2000,2,09:07:57,After 9:00am
2947,2015-12-03,Gbagada,Chicken Feast,2000,3,09:07:58,After 9:00am
2948,2015-12-07,Ibadan,Hot Veggie,4000,3,09:07:59,After 9:00am
2949,2015-12-11,Gbagada,Veggie Supreme,3000,4,09:08:00,After 9:00am
2950,2015-12-08,Surulere,Extravaganza,2000,2,09:08:01,After 9:00am
2951,2015-12-14,Gbagada,BBQ Chicken,4000,5,09:08:02,After 9:00am
2952,2015-12-06,Lekki,Pepperoni Suya,3000,3,09:08:02,After 9:00am
2953,2015-12-14,Lekki,Italiano,3000,4,09:08:02,After 9:00am
2954,2015-12-04,Lekki,Chicken Suya,4000,1,09:08:03,After 9:00am
2955,2015-12-09,Ibadan,Pepperoni Suya,3000,4,09:08:04,After 9:00am
2956,2015-12-13,Lekki,Extravaganza,2000,4,09:08:04,After 9:00am
2957,2015-12-12,Surulere,Chicken Suya,4000,1,09:08:05,After 9:00am
2958,2015-12-12,Gbagada,Pepperoni Suya,3000,1,09:08:05,After 9:00am
2959,2015-12-08,Ikoyi,Pepperoni Feast,4000,5,09:08:06,After 9:00am
2960,2015-12-04,Lekki,Pepperoni Suya,3000,2,09:08:07,After 9:00am
2961,2015-12-07,Gbagada,Chicken Suya,4000,1,09:08:09,After 9:00am
2962,2015-12-07,Gbagada,Hot Pepperoni Feast,4000,2,09:08:12,After 9:00am
2963,2015-12-14,Gbagada,Chicken Bali,2000,2,09:08:18,After 9:00am
2964,2015-12-03,Gbagada,Italiano,3000,3,09:08:19,After 9:00am
2965,2015-12-13,Surulere,Meatzaa,2000,3,09:08:26,After 9:00am
2966,2015-12-03,Gbagada,Veggie Supreme,3000,4,09:08:27,After 9:00am
2967,2015-12-08,Gbagada,Pepperoni Suya,3000,3,09:08:30,After 9:00am
2968,2015-12-11,Ibadan,Chicken Legend,2000,1,09:08:34,After 9:00am
2969,2015-12-10,Ibadan,Pepperoni Suya,3000,5,09:08:36,After 9:00am
2970,2015-12-12,Gbagada,Beef Suya,3000,2,09:08:38,After 9:00am
2971,2015-12-08,Lekki,Extravaganza,2000,4,09:08:38,After 9:00am
2972,2015-12-08,Gbagada,Extravaganza,2000,3,09:08:39,After 9:00am
2973,2015-12-04,Lekki,BBQ Chicken,4000,3,09:08:39,After 9:00am
2974,2015-12-12,Lekki,Italiano,3000,1,09:08:40,After 9:00am
2975,2015-12-15,Ikoyi,Beef Suya,3000,5,09:08:41,After 9:00am
2976,2015-12-06,Lekki,Chicken Legend,2000,5,09:08:43,After 9:00am
2977,2015-12-06,Gbagada,Chicken Legend,2000,2,09:08:43,After 9:00am
2978,2015-12-09,Surulere,Meatzaa,2000,2,09:08:44,After 9:00am
2979,2015-12-14,Ibadan,Hot Veggie,4000,3,09:08:44,After 9:00am
2980,2015-12-06,Lekki,Italiano,3000,3,09:08:44,After 9:00am
2981,2015-12-14,Gbagada,Chicken Bali,2000,4,09:08:48,After 9:00am
2982,2015-12-12,Ibadan,Chicken Legend,2000,3,09:08:49,After 9:00am
2983,2015-12-10,Gbagada,Hot Veggie,4000,4,09:08:49,After 9:00am
2984,2015-12-11,Ikoyi,Chicken Bali,2000,5,09:08:49,After 9:00am
2985,2015-12-07,Gbagada,BBQ Philly Steak,4000,4,09:08:50,After 9:00am
2986,2015-12-14,Gbagada,Hot Veggie,4000,2,09:08:52,After 9:00am
2987,2015-12-05,Ibadan,Chicken Feast,2000,4,09:08:55,After 9:00am
2988,2015-12-13,Gbagada,Margarita,4000,5,09:08:56,After 9:00am
2989,2015-12-14,Gbagada,Chicken Feast,2000,5,09:08:56,After 9:00am
2990,2015-12-04,Ibadan,Chicken Bali,2000,5,09:08:57,After 9:00am
2991,2015-12-12,Ibadan,BBQ Chicken,4000,5,09:08:58,After 9:00am
2992,2015-12-15,Ikoyi,BBQ Chicken,4000,1,09:08:58,After 9:00am
2993,2015-12-04,Ibadan,Hot Pepperoni Feast,4000,1,09:08:59,After 9:00am
2994,2015-12-15,Lekki,BBQ Chicken,4000,2,09:08:59,After 9:00am
2995,2015-12-12,Surulere,Chicken Feast,2000,5,09:08:59,After 9:00am
2996,2015-12-13,Gbagada,Italiano,3000,3,09:09:00,After 9:00am
2997,2015-12-09,Surulere,BBQ Chicken,4000,1,09:09:00,After 9:00am
2998,2015-12-11,Surulere,Chicken Suya,4000,4,09:09:02,After 9:00am
2999,2015-12-04,Ibadan,Hot Veggie,4000,2,09:09:02,After 9:00am
3000,2015-12-07,Surulere,Extravaganza,2000,2,09:09:04,After 9:00am
3001,2015-12-11,Lekki,Chicken Bali,2000,3,09:09:04,After 9:00am
3002,2015-12-05,Gbagada,Italiano,3000,4,09:09:06,After 9:00am
3003,2015-12-03,Ikoyi,Chicken Suya,4000,3,09:09:06,After 9:00am
3004,2015-12-14,Lekki,BBQ Chicken,4000,5,09:09:09,After 9:00am
3005,2015-12-07,Ibadan,Meatzaa,2000,3,09:09:09,After 9:00am
3006,2015-12-07,Ibadan,Italiano,3000,5,09:09:10,After 9:00am
3007,2015-12-03,Lekki,BBQ Philly Steak,4000,5,09:09:12,After 9:00am
3008,2015-12-03,Surulere,BBQ Chicken,4000,3,09:09:14,After 9:00am
3009,2015-12-08,Surulere,Hot Veggie,4000,3,09:09:15,After 9:00am
3010,2015-12-06,Gbagada,Hot Veggie,4000,5,09:09:18,After 9:00am
3011,2015-12-10,Lekki,Chicken Bali,2000,3,09:09:23,After 9:00am
3012,2015-12-03,Surulere,Margarita,4000,5,09:09:25,After 9:00am
3013,2015-12-03,Lekki,Hot Pepperoni Feast,4000,3,09:09:28,After 9:00am
3014,2015-12-14,Surulere,Pepperoni Suya,3000,4,09:09:28,After 9:00am
3015,2015-12-15,Surulere,Pepperoni Feast,4000,2,09:09:29,After 9:00am
3016,2015-12-03,Ibadan,Hot Veggie,4000,5,09:09:29,After 9:00am
3017,2015-12-05,Ibadan,Beef Suya,3000,2,09:09:31,After 9:00am
3018,2015-12-13,Ibadan,Chicken Suya,4000,4,09:09:32,After 9:00am
3019,2015-12-07,Ibadan,Extravaganza,2000,4,09:09:32,After 9:00am
3020,2015-12-11,Ikoyi,Pepperoni Feast,4000,3,09:09:34,After 9:00am
3021,2015-12-14,Gbagada,Veggie Supreme,3000,4,09:09:34,After 9:00am
3022,2015-12-06,Surulere,Pepperoni Suya,3000,3,09:09:36,After 9:00am
3023,2015-12-15,Surulere,Hot Pepperoni Feast,4000,3,09:09:36,After 9:00am
3024,2015-12-13,Lekki,Chicken Bali,2000,1,09:09:37,After 9:00am
3025,2015-12-15,Gbagada,Hot Pepperoni Feast,4000,5,09:09:38,After 9:00am
3026,2015-12-09,Lekki,Extravaganza,2000,3,09:09:41,After 9:00am
3027,2015-12-08,Gbagada,Pepperoni Feast,4000,3,09:09:42,After 9:00am
3028,2015-12-12,Lekki,Margarita,4000,1,09:09:44,After 9:00am
3029,2015-12-05,Surulere,Italiano,3000,5,09:09:45,After 9:00am
3030,2015-12-13,Ikoyi,Veggie Supreme,3000,3,09:09:46,After 9:00am
3031,2015-12-13,Ibadan,Pepperoni Feast,4000,4,09:09:47,After 9:00am
3032,2015-12-05,Lekki,BBQ Chicken,4000,5,09:09:48,After 9:00am
3033,2015-12-15,Lekki,Veggie Supreme,3000,2,09:09:50,After 9:00am
3034,2015-12-12,Ikoyi,Chicken Suya,4000,3,09:09:51,After 9:00am
3035,2015-12-06,Ibadan,Hot Veggie,4000,4,09:09:51,After 9:00am
3036,2015-12-12,Gbagada,Extravaganza,2000,2,09:09:54,After 9:00am
3037,2015-12-03,Ibadan,Hot Veggie,4000,2,09:09:54,After 9:00am
3038,2015-12-08,Gbagada,BBQ Chicken,4000,2,09:09:54,After 9:00am
3039,2015-12-12,Lekki,Chicken Legend,2000,4,09:09:55,After 9:00am
3040,2015-12-08,Ikoyi,Pepperoni Feast,4000,3,09:09:56,After 9:00am
3041,2015-12-05,Surulere,Chicken Legend,2000,3,09:09:57,After 9:00am
3042,2015-12-13,Ikoyi,Extravaganza,2000,4,09:09:57,After 9:00am
3043,2015-12-12,Gbagada,Chicken Suya,4000,5,09:09:57,After 9:00am
3044,2015-12-12,Surulere,Extravaganza,2000,5,09:10:01,After 9:00am
3045,2015-12-13,Ibadan,Hot Pepperoni Feast,4000,5,09:10:02,After 9:00am
3046,2015-12-08,Surulere,Meatzaa,2000,1,09:10:02,After 9:00am
3047,2015-12-05,Surulere,Pepperoni Suya,3000,4,09:10:03,After 9:00am
3048,2015-12-07,Ibadan,BBQ Philly Steak,4000,4,09:10:04,After 9:00am
3049,2015-12-03,Ibadan,Chicken Bali,2000,5,09:10:04,After 9:00am
3050,2015-12-07,Lekki,Chicken Suya,4000,2,09:10:04,After 9:00am
3051,2015-12-12,Lekki,BBQ Philly Steak,4000,3,09:10:04,After 9:00am
3051,2015-12-12,Lekki,BBQ Philly Steak,,3,09:10:04,After 9:00am
3052,2015-12-15,Ibadan,Meatzaa,2000,3,09:10:05,After 9:00am
3053,2015-12-14,Lekki,Pepperoni Feast,4000,5,09:10:07,After 9:00am
3054,2015-12-10,Ikoyi,Beef Suya,3000,5,09:10:07,After 9:00am
3055,2015-12-09,Ibadan,Hot Veggie,4000,1,09:10:07,After 9:00am
3056,2015-12-09,Ibadan,Extravaganza,2000,5,09:10:08,After 9:00am
3057,2015-12-10,Gbagada,BBQ Philly Steak,4000,1,09:10:09,After 9:00am
3058,2015-12-05,Gbagada,Chicken Suya,4000,4,09:10:11,After 9:00am
3059,2015-12-09,Gbagada,Veggie Supreme,3000,1,09:10:11,After 9:00am
3060,2015-12-13,Lekki,Beef Suya,3000,5,09:10:12,After 9:00am
3061,2015-12-08,Surulere,Beef Suya,3000,2,09:10:12,After 9:00am
3062,2015-12-04,Ikoyi,Chicken Legend,2000,4,09:10:13,After 9:00am
3063,2015-12-08,Ikoyi,BBQ Chicken,4000,2,09:10:13,After 9:00am
3064,2015-12-03,Gbagada,Chicken Feast,2000,2,09:10:13,After 9:00am
3065,2015-12-09,Ibadan,Extravaganza,2000,5,09:10:15,After 9:00am
3066,2015-12-04,Surulere,Pepperoni Suya,3000,4,09:10:17,After 9:00am
3067,2015-12-10,Ikoyi,BBQ Philly Steak,4000,3,09:10:18,After 9:00am
3068,2015-12-05,Ikoyi,BBQ Chicken,4000,2,09:10:18,After 9:00am
3069,2015-12-05,Gbagada,Chicken Legend,2000,5,09:10:19,After 9:00am
3070,2015-12-03,Lekki,Extravaganza,2000,2,09:10:21,After 9:00am
3071,2015-12-10,Surulere,Pepperoni Feast,4000,5,09:10:22,After 9:00am
3072,2015-12-10,Surulere,Chicken Bali,2000,5,09:10:23,After 9:00am
3073,2015-12-06,Ibadan,Hot Veggie,4000,1,09:10:24,After 9:00am
3074,2015-12-12,Ikoyi,Pepperoni Feast,4000,5,09:10:24,After 9:00am
3075,2015-12-08,Surulere,Italiano,3000,3,09:10:24,After 9:00am
3076,2015-12-09,Gbagada,Beef Suya,3000,1,09:10:26,After 9:00am
3077,2015-12-06,Surulere,Chicken Suya,4000,2,09:10:26,After 9:00am
3078,2015-12-04,Lekki,Beef Suya,3000,2,09:10:26,After 9:00am
3079,2015-12-07,Ikoyi,Chicken Feast,2000,2,09:10:26,After 9:00am
3080,2015-12-11,Ibadan,Veggie Supreme,3000,3,09:10:27,After 9:00am
3081,2015-12-13,Ikoyi,Hot Veggie,4000,5,09:10:27,After 9:00am
3082,2015-12-09,Ikoyi,Pepperoni Suya,3000,2,09:10:28,After 9:00am
3083,2015-12-11,Ibadan,Hot Veggie,4000,5,09:10:29,After 9:00am
3084,2015-12-15,Ibadan,Chicken Bali,2000,2,09:10:29,After 9:00am
3085,2015-12-13,Ikoyi,Margarita,4000,1,09:10:30,After 9:00am
3086,2015-12-11,Surulere,Beef Suya,3000,1,09:10:30,After 9:00am
3087,2015-12-04,Gbagada,Pepperoni Feast,4000,1,09:10:30,After 9:00am
3088,2015-12-14,Lekki,Pepperoni Feast,4000,5,09:10:30,After 9:00am
3089,2015-12-05,Surulere,Margarita,4000,4,09:10:31,After 9:00am
3090,2015-12-14,Lekki,Pepperoni Feast,4000,1,09:10:32,After 9:00am
3091,2015-12-14,Gbagada,BBQ Philly Steak,4000,4,09:10:35,After 9:00am
3092,2015-12-07,Gbagada,Italiano,3000,4,09:10:37,After 9:00am
3093,2015-12-08,Ibadan,Pepperoni Feast,4000,1,09:10:38,After 9:00am
3094,2015-12-10,Gbagada,Chicken Feast,2000,4,09:10:40,After 9:00am
3095,2015-12-06,Ikoyi,Pepperoni Feast,4000,3,09:10:40,After 9:00am
3096,2015-12-06,Gbagada,BBQ Philly Steak,4000,4,09:10:40,After 9:00am
3097,2015-12-10,Gbagada,Italiano,3000,4,09:10:41,After 9:00am
3098,2015-12-07,Ibadan,Hot Pepperoni Feast,4000,4,09:10:42,After 9:00am
3099,2015-12-03,Gbagada,Beef Suya,3000,5,09:10:43,After 9:00am
3100,2015-12-08,Ibadan,Chicken Bali,2000,4,09:10:43,After 9:00am
3101,2015-12-05,Surulere,Veggie Supreme,3000,2,09:10:44,After 9:00am
3102,2015-12-15,Surulere,Chicken Legend,2000,4,09:10:45,After 9:00am
3103,2015-12-11,Ibadan,Pepperoni Suya,3000,3,09:10:46,After 9:00am
3104,2015-12-10,Surulere,Meatzaa,2000,4,09:10:47,After 9:00am
3105,2015-12-09,Gbagada,BBQ Philly Steak,4000,4,09:10:48,After 9:00am
3106,2015-12-05,Ibadan,Hot Pepperoni Feast,4000,5,09:10:51,After 9:00am
3107,2015-12-14,Gbagada,Beef Suya,3000,2,09:10:51,After 9:00am
3108,2015-12-07,Ikoyi,Pepperoni Feast,4000,2,09:10:51,After 9:00am
3109,2015-12-12,Surulere,Meatzaa,2000,1,09:10:54,After 9:00am
3110,2015-12-07,Gbagada,Pepperoni Suya,3000,3,09:10:54,After 9:00am
3111,2015-12-05,Gbagada,Veggie Supreme,3000,4,09:10:55,After 9:00am
3112,2015-12-12,Ikoyi,Meatzaa,2000,1,09:10:56,After 9:00am
3113,2015-12-10,Ibadan,BBQ Chicken,4000,2,09:10:56,After 9:00am
3114,2015-12-13,Surulere,Chicken Suya,4000,1,09:10:57,After 9:00am
3115,2015-12-08,Ikoyi,Hot Veggie,4000,5,09:10:59,After 9:00am
3116,2015-12-08,Lekki,Extravaganza,2000,5,09:10:59,After 9:00am
3117,2015-12-11,Lekki,Chicken Legend,2000,1,09:11:00,After 9:00am
3118,2015-12-14,Surulere,Hot Veggie,4000,2,09:11:00,After 9:00am
3119,2015-12-06,Ikoyi,Beef Suya,3000,4,09:11:01,After 9:00am
3120,2015-12-05,Gbagada,BBQ Chicken,4000,3,09:11:05,After 9:00am
3121,2015-12-03,Ibadan,Hot Pepperoni Feast,4000,5,09:11:07,After 9:00am
3122,2015-12-12,Ibadan,Italiano,3000,1,09:11:10,After 9:00am
3123,2015-12-09,Ibadan,Veggie Supreme,3000,5,09:11:10,After 9:00am
3124,2015-12-09,Gbagada,BBQ Chicken,4000,3,09:11:12,After 9:00am
3125,2015-12-08,Ikoyi,Beef Suya,3000,1,09:11:14,After 9:00am
3126,2015-12-03,Lekki,Chicken Feast,2000,2,09:11:15,After 9:00am
3127,2015-12-12,Ikoyi,BBQ Philly Steak,4000,1,09:11:15,After 9:00am
3128,2015-12-13,Lekki,BBQ Philly Steak,4000,2,09:11:16,After 9:00am
3129,2015-12-14,Ikoyi,Meatzaa,2000,3,09:11:18,After 9:00am
3130,2015-12-15,Lekki,Extravaganza,2000,1,09:11:18,After 9:00am
3131,2015-12-12,Ibadan,Hot Veggie,4000,5,09:11:19,After 9:00am
3132,2015-12-11,Ibadan,Chicken Suya,4000,5,09:11:19,After 9:00am
3133,2015-12-05,Gbagada,Extravaganza,2000,5,09:11:19,After 9:00am
3134,2015-12-06,Surulere,Extravaganza,2000,5,09:11:20,After 9:00am
3135,2015-12-15,Ikoyi,Pepperoni Suya,3000,5,09:11:22,After 9:00am
3136,2015-12-09,Ikoyi,Margarita,4000,1,09:11:22,After 9:00am
